reviewcontent,score,sentiment
"Not often I have felt compelled to review buisness experiences. After serious research to find refinance options for my jeep, decided on IFS. Laura from that company was exceptional for professionalism and frequent and updates during approval process. Highly recommend her help and the company IFS",1,Positive
"Awesome , it was great and hassle free",1,Positive
process seemed to go smoothly tho took longer than I expected since we were paying cash.,1,Positive
IFS followed through on all issues.  Told me what was going to happen next and did exactly what they said they would do.  Very satisfied.,1,Positive
Jon was so helpful! IFS was great to work with,1,Positive
"The process of buying our vehicle took over 6 weeks. Nothing was clarified, nothing was explained, there was a mistake on the application (as in, the APR was higher than it should have been!) I was either dealing with someone who was new or didn't care. Either way, I would not recommend IFS to anyone for anything. I was transferred to a new representative near the end, which helped expedite things but I had a terrible experience.",0,Negative
IFS made the process easy.  I had never done a 3rd party transaction and they walked me through it and made it very comfortable.   Everyone I dealt with was helpful and knowledgeable.,1,Positive
I was referred to IFS by Hyundai Motor Corp. for the purchase of my leased Sonata.  I dealt with Kim Winners who was absolutely awesome. The purchase could not have gone smoother and I will recommend Kim and the company to everyone.,1,Positive
All employees that was involved with the transition of my leased vehicle to payoff and to purchase the same car. Everyone was very professional and patient with me to understand the process and they got it done. Great customer service group. Thanks to all.,1,Positive
John was extremely helpful and resourceful through the entire process,1,Positive
Awesome. easy to work with. I would recommend!,1,Positive
"I never received item that were promised auto handbook nor key to car or door code. The tags I received were deemed illegal And I got almost 400 dollars in tickets which were held up by the court. I am appealing. Police say Texas paper tags are fraudulent. In addition, once financing completed no further assistance was provided when requested. I don’t have warranty information. Veronica Awkard",0,Negative
I am still waiting on my refund of overpaid sales tax. I have sent two emails,0,Negative
They processed the purchase of the car from AVIS in a timely manner.  their loan selection and value were not good.  I took the loan from my credit union. Do not use their loan service because it did not provide a good value.,1,Positive
